date,shelter_city,sector,total_occupancy,total_capacity
2018-09-04,Etobicoke,co-ed,1413,1706
2018-09-04,Etobicoke,family,2125,1672
2018-09-05,Toronto,women,1341,1602
2018-09-05,Toronto,men,1474,1471
2018-09-05,Toronto,youth,1458,1573
2018-09-05,Toronto,co-ed,1479,2098
2018-09-05,Toronto,family,1789,2372
2018-09-05,North York,women,1677,1839
2018-09-05,North York,men,1507,1451
2018-09-05,North York,youth,1757,1612
2018-09-05,North York,co-ed,1289,2152
2018-09-05,North York,family,1100,1728
2018-09-05,Scarborough,women,1059,1935
2018-09-05,Scarborough,men,1856,1398
2018-09-05,Scarborough,youth,757,1734
2018-09-05,Scarborough,co-ed,1329,1743
2018-09-05,Scarborough,family,2031,1688
2018-09-05,Etobicoke,women,2167,1825
2018-09-05,Etobicoke,men,1742,1439
2018-09-05,Etobicoke,youth,720,1295
2018-09-05,Etobicoke,co-ed,2139,1933
2018-09-05,Etobicoke,family,2122,1919
2018-09-06,Toronto,women,1758,1603
2018-09-06,Toronto,men,820,2080
2018-09-06,Toronto,youth,1749,821
2018-09-06,Toronto,co-ed,1696,1926
2018-09-06,Toronto,family,1673,2548
2018-09-06,North York,women,1261,2125
2018-09-06,North York,men,670,1053
2018-09-06,North York,youth,1446,2644
2018-09-06,North York,co-ed,1534,2123
2018-09-06,North York,family,1664,1870
2018-09-06,Scarborough,women,1722,2108
2018-09-06,Scarborough,men,1155,2022
2018-09-06,Scarborough,youth,1540,2155
2018-09-06,Scarborough,co-ed,1457,1810
2018-09-06,Scarborough,family,1197,2163
2018-09-06,Etobicoke,women,1636,1018
2018-09-06,Etobicoke,men,2292,2200
2018-09-06,Etobicoke,youth,1334,1807
2018-09-06,Etobicoke,co-ed,2363,1491
2018-09-06,Etobicoke,family,1570,1715
2018-09-07,Toronto,women,964,1788
2018-09-07,Toronto,men,1137,1441
2018-09-07,Toronto,youth,1134,1468
2018-09-07,Toronto,co-ed,2346,2365
2018-09-07,Toronto,family,1808,1505
2018-09-07,North York,women,1430,1872
2018-09-07,North York,men,2449,2489
2018-09-07,North York,youth,972,1891
2018-09-07,North York,co-ed,1919,1158
2018-09-07,North York,family,2115,1847
2018-09-07,Scarborough,women,1783,1849
2018-09-07,Scarborough,men,2002,1155
2018-09-07,Scarborough,youth,2102,1660
2018-09-07,Scarborough,co-ed,1385,1558
2018-09-07,Scarborough,family,1293,1191
2018-09-07,Etobicoke,women,1752,1954
2018-09-07,Etobicoke,men,967,1967
2018-09-07,Etobicoke,youth,1150,1376
2018-09-07,Etobicoke,co-ed,2469,1733
2018-09-07,Etobicoke,family,2196,2445
2018-09-08,Toronto,women,2187,1820
2018-09-08,Toronto,men,2102,2094
2018-09-08,Toronto,youth,1714,1766
2018-09-08,Toronto,co-ed,2067,2637
2018-09-08,Toronto,family,2460,2375
2018-09-08,North York,women,1800,1738
2018-09-08,North York,men,1397,1768
2018-09-08,North York,youth,1056,1223
2018-09-08,North York,co-ed,1462,1877
2018-09-08,North York,family,1329,2012
2018-09-08,Scarborough,women,1396,2393
2018-09-08,Scarborough,men,2026,1023
2018-09-08,Scarborough,youth,1747,1699
2018-09-08,Scarborough,co-ed,992,2022
2018-09-08,Scarborough,family,1052,1513
2018-09-08,Etobicoke,women,1819,1866
2018-09-08,Etobicoke,men,1753,2832
2018-09-08,Etobicoke,youth,1901,1145
2018-09-08,Etobicoke,co-ed,1519,2286
2018-09-08,Etobicoke,family,1383,2359
2018-09-09,Toronto,women,1228,2103
2018-09-09,Toronto,men,1810,1511
2018-09-09,Toronto,youth,2176,1333
2018-09-09,Toronto,co-ed,1426,1205
2018-09-09,Toronto,family,1018,3453
2018-09-09,North York,women,1558,887
2018-09-09,North York,men,1635,2042
2018-09-09,North York,youth,1445,2163
2018-09-09,North York,co-ed,1704,1349
2018-09-09,North York,family,1833,1718
2018-09-09,Scarborough,women,1719,1942
2018-09-09,Scarborough,men,1662,2624
2018-09-09,Scarborough,youth,1474,2103
2018-09-09,Scarborough,co-ed,2317,2143
2018-09-09,Scarborough,family,1466,1495
2018-09-09,Etobicoke,women,1691,1433
2018-09-09,Etobicoke,men,1000,2852
2018-09-09,Etobicoke,youth,1270,1608
2018-09-09,Etobicoke,co-ed,1439,1423
2018-09-09,Etobicoke,family,1611,2675
2018-09-10,Toronto,women,1002,1404
2018-09-10,Toronto,men,1786,2821
2018-09-10,Toronto,youth,2398,1487
2018-09-10,Toronto,co-ed,1623,2408
2018-09-10,Toronto,family,2099,1887
2018-09-10,North York,women,1540,1378
2018-09-10,North York,men,2524,2232
2018-09-10,North York,youth,860,1713
2018-09-10,North York,co-ed,2102,2758
2018-09-10,North York,family,1929,2288
2018-09-10,Scarborough,women,1742,1816
2018-09-10,Scarborough,men,590,2170
2018-09-10,Scarborough,youth,1439,1308
2018-09-10,Scarborough,co-ed,1386,1754
2018-09-10,Scarborough,family,1507,1443
2018-09-10,Etobicoke,women,952,1980
2018-09-10,Etobicoke,men,2077,2467
2018-09-10,Etobicoke,youth,699,1979
2018-09-10,Etobicoke,co-ed,2857,2096
2018-09-10,Etobicoke,family,1877,1870
2018-09-11,Toronto,women,1583,2189
2018-09-11,Toronto,men,2555,2041
2018-09-11,Toronto,youth,2925,2294
2018-09-11,Toronto,co-ed,1642,2005
2018-09-11,Toronto,family,1612,1456
2018-09-11,North York,women,1630,2160
2018-09-11,North York,men,971,2157
2018-09-11,North York,youth,1777,1451
2018-09-11,North York,co-ed,2060,1698
2018-09-11,North York,family,1801,1456
2018-09-11,Scarborough,women,2667,1497
2018-09-11,Scarborough,men,1673,2944
2018-09-11,Scarborough,youth,1230,1611
2018-09-11,Scarborough,co-ed,1908,834
2018-09-11,Scarborough,family,2444,1129
2018-09-11,Etobicoke,women,1220,1663
2018-09-11,Etobicoke,men,1399,1116
2018-09-11,Etobicoke,youth,913,2262
2018-09-11,Etobicoke,co-ed,1738,1725
2018-09-11,Etobicoke,family,826,2362
2018-09-12,Toronto,women,1563,2506
2018-09-12,Toronto,men,757,1321
2018-09-12,Toronto,youth,1854,903
2018-09-12,Toronto,co-ed,1231,1845
2018-09-12,Toronto,family,1741,1243
2018-09-12,North York,women,1571,2493
2018-09-12,North York,men,1036,1783
2018-09-12,North York,youth,991,2140
2018-09-12,North York,co-ed,1802,1356
2018-09-12,North York,family,1052,1569
2018-09-12,Scarborough,women,2593,1124
2018-09-12,Scarborough,men,1214,2099
2018-09-12,Scarborough,youth,324,2392
2018-09-12,Scarborough,co-ed,1192,1490
2018-09-12,Scarborough,family,2044,1500
2018-09-12,Etobicoke,women,1619,1500
2018-09-12,Etobicoke,men,2121,1000
2018-09-12,Etobicoke,youth,1316,1515
2018-09-12,Etobicoke,co-ed,1483,1472
2018-09-12,Etobicoke,family,1717,1083
2018-09-13,Toronto,women,1265,1470
2018-09-13,Toronto,men,1555,2861
2018-09-13,Toronto,youth,918,761
2018-09-13,Toronto,co-ed,2638,1918
2018-09-13,Toronto,family,2049,2470
2018-09-13,North York,women,1191,1750
2018-09-13,North York,men,2128,2229
2018-09-13,North York,youth,2006,1614
2018-09-13,North York,co-ed,1047,2341
2018-09-13,North York,family,1917,1616
2018-09-13,Scarborough,women,1381,2604
2018-09-13,Scarborough,men,1090,1613
2018-09-13,Scarborough,youth,2610,1877
2018-09-13,Scarborough,co-ed,1892,2139
2018-09-13,Scarborough,family,2703,1278
2018-09-13,Etobicoke,women,1050,2224
2018-09-13,Etobicoke,men,1087,1672
2018-09-13,Etobicoke,youth,2282,2166
2018-09-13,Etobicoke,co-ed,1602,2010
2018-09-13,Etobicoke,family,774,1950
2018-09-14,Toronto,women,1109,1199
2018-09-14,Toronto,men,844,2304
2018-09-14,Toronto,youth,1803,1171
2018-09-14,Toronto,co-ed,988,1801
2018-09-14,Toronto,family,1214,1458
2018-09-14,North York,women,1451,1847
2018-09-14,North York,men,2309,1076
2018-09-14,North York,youth,1216,775
2018-09-14,North York,co-ed,1399,1079
2018-09-14,North York,family,1453,1814
2018-09-14,Scarborough,women,2019,683
2018-09-14,Scarborough,men,1642,556
2018-09-14,Scarborough,youth,2738,2587
2018-09-14,Scarborough,co-ed,1749,3101
2018-09-14,Scarborough,family,2533,2403
2018-09-14,Etobicoke,women,899,1973
2018-09-14,Etobicoke,men,1026,1340
2018-09-14,Etobicoke,youth,1999,2007
2018-09-14,Etobicoke,co-ed,2680,1869
2018-09-14,Etobicoke,family,1933,2009
2018-09-15,Toronto,women,1882,461
2018-09-15,Toronto,men,1513,1967
2018-09-15,Toronto,youth,1426,2052
2018-09-15,Toronto,co-ed,1699,1071
2018-09-15,Toronto,family,1634,1329
2018-09-15,North York,women,1499,1351
2018-09-15,North York,men,956,1241
2018-09-15,North York,youth,1652,1547
2018-09-15,North York,co-ed,1386,2745
2018-09-15,North York,family,827,102
2018-09-15,Scarborough,women,671,1955
2018-09-15,Scarborough,men,2192,2019
2018-09-15,Scarborough,youth,1994,1200
2018-09-15,Scarborough,co-ed,749,1863
2018-09-15,Scarborough,family,1537,2082
2018-09-15,Etobicoke,women,988,1923
2018-09-15,Etobicoke,men,1169,657
2018-09-15,Etobicoke,youth,1793,1152
2018-09-15,Etobicoke,co-ed,1197,1698
2018-09-15,Etobicoke,family,1426,2733
2018-09-16,Toronto,women,2913,2774
2018-09-16,Toronto,men,2576,2427
2018-09-16,Toronto,youth,2180,868
2018-09-16,Toronto,co-ed,1856,1351
2018-09-16,Toronto,family,1521,1482
2018-09-16,North York,women,1465,1655
2018-09-16,North York,men,1982,2049
2018-09-16,North York,youth,0,2645
2018-09-16,North York,co-ed,1894,2602
2018-09-16,North York,family,1469,1041
2018-09-16,Scarborough,women,1343,2217
2018-09-16,Scarborough,men,2313,1698
2018-09-16,Scarborough,youth,2310,1428
2018-09-16,Scarborough,co-ed,2062,1920
2018-09-16,Scarborough,family,508,1516
2018-09-16,Etobicoke,women,2044,1956
2018-09-16,Etobicoke,men,2122,1661
2018-09-16,Etobicoke,youth,1164,1492
2018-09-16,Etobicoke,co-ed,1720,1793
2018-09-16,Etobicoke,family,1467,1582
2018-09-17,Toronto,women,1116,843
2018-09-17,Toronto,men,1504,1998
2018-09-17,Toronto,youth,1522,1913
2018-09-17,Toronto,co-ed,1579,2323
2018-09-17,Toronto,family,895,1668
2018-09-17,North York,women,1713,2234
2018-09-17,North York,men,2314,981
2018-09-17,North York,youth,1335,1708
2018-09-17,North York,co-ed,1595,1861
2018-09-17,North York,family,1288,2629
2018-09-17,Scarborough,women,2268,1930
2018-09-17,Scarborough,men,2027,2084
2018-09-17,Scarborough,youth,1918,2292
2018-09-17,Scarborough,co-ed,1111,1958
2018-09-17,Scarborough,family,2135,1946
2018-09-17,Etobicoke,women,1605,1043
2018-09-17,Etobicoke,men,2088,2663
2018-09-17,Etobicoke,youth,2557,1513
2018-09-17,Etobicoke,co-ed,1396,2134
2018-09-17,Etobicoke,family,756,562
2018-09-18,Toronto,women,1727,1667
2018-09-18,Toronto,men,1561,2041
2018-09-18,Toronto,youth,1904,1691
2018-09-18,Toronto,co-ed,1759,2054
2018-09-18,Toronto,family,1566,1454
2018-09-18,North York,women,1950,1658
2018-09-18,North York,men,1430,2111
2018-09-18,North York,youth,1362,1570
2018-09-18,North York,co-ed,914,2222
2018-09-18,North York,family,1506,2142
2018-09-18,Scarborough,women,1670,2546
2018-09-18,Scarborough,men,2357,2177
2018-09-18,Scarborough,youth,2414,2103
2018-09-18,Scarborough,co-ed,1583,1806
2018-09-18,Scarborough,family,1396,2412
2018-09-18,Etobicoke,women,1645,806
2018-09-18,Etobicoke,men,1992,1507
2018-09-18,Etobicoke,youth,1294,1719
2018-09-18,Etobicoke,co-ed,1880,1210
2018-09-18,Etobicoke,family,1403,1928
2018-09-19,Toronto,women,1424,1368
2018-09-19,Toronto,men,2034,2351
2018-09-19,Toronto,youth,973,1798
2018-09-19,Toronto,co-ed,1691,1599
2018-09-19,Toronto,family,1725,1919
2018-09-19,North York,women,1654,2498
2018-09-19,North York,men,2425,1533
2018-09-19,North York,youth,290,2208
2018-09-19,North York,co-ed,650,1560
2018-09-19,North York,family,2212,1816
2018-09-19,Scarborough,women,2412,2208
2018-09-19,Scarborough,men,1140,959
2018-09-19,Scarborough,youth,1227,1468
2018-09-19,Scarborough,co-ed,1456,1361
2018-09-19,Scarborough,family,1425,1590
2018-09-19,Etobicoke,women,1537,1826
2018-09-19,Etobicoke,men,2119,1684
2018-09-19,Etobicoke,youth,2298,2299
2018-09-19,Etobicoke,co-ed,1476,2640
2018-09-19,Etobicoke,family,894,1481
2018-09-20,Toronto,women,1727,1897
2018-09-20,Toronto,men,1069,1195
2018-09-20,Toronto,youth,1947,1248
2018-09-20,Toronto,co-ed,1587,1452
2018-09-20,Toronto,family,1638,1429
2018-09-20,North York,women,1966,2056
2018-09-20,North York,men,1264,2074
2018-09-20,North York,youth,1830,2363
2018-09-20,North York,co-ed,1510,1434
2018-09-20,North York,family,2173,1264
2018-09-20,Scarborough,women,1719,1433
2018-09-20,Scarborough,men,2294,1688
2018-09-20,Scarborough,youth,2065,1279
2018-09-20,Scarborough,co-ed,956,1166
2018-09-20,Scarborough,family,971,1383
2018-09-20,Etobicoke,women,2102,2374
2018-09-20,Etobicoke,men,846,2873
2018-09-20,Etobicoke,youth,2275,2710
2018-09-20,Etobicoke,co-ed,1764,2031
2018-09-20,Etobicoke,family,1347,1916
2018-09-21,Toronto,women,1499,1576
2018-09-21,Toronto,men,1726,1969
2018-09-21,Toronto,youth,1049,897
2018-09-21,Toronto,co-ed,1892,1673
2018-09-21,Toronto,family,1819,1058
2018-09-21,North York,women,1842,2298
2018-09-21,North York,men,897,1603
2018-09-21,North York,youth,2303,1018
2018-09-21,North York,co-ed,1539,2161
2018-09-21,North York,family,1915,2129
2018-09-21,Scarborough,women,1632,936
2018-09-21,Scarborough,men,1853,1295
2018-09-21,Scarborough,youth,747,2262
2018-09-21,Scarborough,co-ed,1560,1138
2018-09-21,Scarborough,family,1074,2312
2018-09-21,Etobicoke,women,2252,2532
2018-09-21,Etobicoke,men,906,1467
2018-09-21,Etobicoke,youth,1899,2133
2018-09-21,Etobicoke,co-ed,1764,2645
2018-09-21,Etobicoke,family,1449,1033
2018-09-22,Toronto,women,1143,1838
2018-09-22,Toronto,men,1683,1307
2018-09-22,Toronto,youth,998,2659
2018-09-22,Toronto,co-ed,2315,2187
2018-09-22,Toronto,family,2003,1523
2018-09-22,North York,women,2476,1864
2018-09-22,North York,men,1900,1912
2018-09-22,North York,youth,1890,1722
2018-09-22,North York,co-ed,1221,1856
2018-09-22,North York,family,1313,1604
2018-09-22,Scarborough,women,2304,969
2018-09-22,Scarborough,men,2030,1403
2018-09-22,Scarborough,youth,2083,2474
2018-09-22,Scarborough,co-ed,2231,1831
2018-09-22,Scarborough,family,1818,1669
2018-09-22,Etobicoke,women,1249,2020
2018-09-22,Etobicoke,men,712,1042
2018-09-22,Etobicoke,youth,1142,1413
2018-09-22,Etobicoke,co-ed,1509,1610
2018-09-22,Etobicoke,family,1860,1443
2018-09-23,Toronto,women,1074,858
2018-09-23,Toronto,men,2112,2035
2018-09-23,Toronto,youth,2096,1459
2018-09-23,Toronto,co-ed,792,2351
2018-09-23,Toronto,family,2325,1518
2018-09-23,North York,women,1310,2739
2018-09-23,North York,men,1491,1486
2018-09-23,North York,youth,2071,1015
2018-09-23,North York,co-ed,800,1946
2018-09-23,North York,family,1135,1820
2018-09-23,Scarborough,women,1590,2086
2018-09-23,Scarborough,men,2026,1996
2018-09-23,Scarborough,youth,1678,2532
2018-09-23,Scarborough,co-ed,1449,2547
2018-09-23,Scarborough,family,2334,1065
2018-09-23,Etobicoke,women,2268,1087
2018-09-23,Etobicoke,men,2736,2452
2018-09-23,Etobicoke,youth,1320,836
2018-09-23,Etobicoke,co-ed,1054,2009
2018-09-23,Etobicoke,family,1156,1027
2018-09-24,Toronto,women,1147,1621
2018-09-24,Toronto,men,1159,1505
2018-09-24,Toronto,youth,1251,989
2018-09-24,Toronto,co-ed,1395,2050
2018-09-24,Toronto,family,1340,2176
2018-09-24,North York,women,976,1480
2018-09-24,North York,men,2238,1407
2018-09-24,North York,youth,2264,2803
2018-09-24,North York,co-ed,2000,1795
2018-09-24,North York,family,1605,2025
2018-09-24,Scarborough,women,2023,2537
2018-09-24,Scarborough,men,1559,628
2018-09-24,Scarborough,youth,1366,2164
2018-09-24,Scarborough,co-ed,1900,2110
2018-09-24,Scarborough,family,1108,1950
2018-09-24,Etobicoke,women,2052,1074
2018-09-24,Etobicoke,men,2086,1753
2018-09-24,Etobicoke,youth,1688,1756
2018-09-24,Etobicoke,co-ed,2461,1942
2018-09-24,Etobicoke,family,896,1887
2018-09-25,Toronto,women,1967,2182
2018-09-25,Toronto,men,1412,1579
2018-09-25,Toronto,youth,1613,1865
2018-09-25,Toronto,co-ed,1979,822
2018-09-25,Toronto,family,1018,934
2018-09-25,North York,women,1796,2805
2018-09-25,North York,men,2302,2368
2018-09-25,North York,youth,1144,2055
2018-09-25,North York,co-ed,1963,1489
2018-09-25,North York,family,1311,2164
2018-09-25,Scarborough,women,988,2967
2018-09-25,Scarborough,men,2225,2213
2018-09-25,Scarborough,youth,1530,2167
2018-09-25,Scarborough,co-ed,2407,1780
2018-09-25,Scarborough,family,1032,2043
2018-09-25,Etobicoke,women,1116,2063
2018-09-25,Etobicoke,men,1611,1304
2018-09-25,Etobicoke,youth,1300,1989
2018-09-25,Etobicoke,co-ed,2217,1874
2018-09-25,Etobicoke,family,1654,2451
2018-09-26,Toronto,women,1482,2140
2018-09-26,Toronto,men,1796,992
2018-09-26,Toronto,youth,1381,1670
2018-09-26,Toronto,co-ed,1538,1157
2018-09-26,Toronto,family,1542,1746
2018-09-26,North York,women,1723,1762
2018-09-26,North York,men,1065,971
2018-09-26,North York,youth,2007,1154
2018-09-26,North York,co-ed,1222,2013
2018-09-26,North York,family,2295,1499
2018-09-26,Scarborough,women,1963,2292
2018-09-26,Scarborough,men,1678,1587
2018-09-26,Scarborough,youth,1228,1069
2018-09-26,Scarborough,co-ed,1715,2144
2018-09-26,Scarborough,family,1433,1192
2018-09-26,Etobicoke,women,2206,1211
2018-09-26,Etobicoke,men,963,1358
2018-09-26,Etobicoke,youth,2568,1397
2018-09-26,Etobicoke,co-ed,1473,823
2018-09-26,Etobicoke,family,1277,1648
2018-09-27,Toronto,women,288,2326
2018-09-27,Toronto,men,2272,1591
2018-09-27,Toronto,youth,1674,1470
2018-09-27,Toronto,co-ed,1963,1637
2018-09-27,Toronto,family,1721,802
2018-09-27,North York,women,2200,1796
2018-09-27,North York,men,1103,506
2018-09-27,North York,youth,1028,2152
2018-09-27,North York,co-ed,1955,785
2018-09-27,North York,family,907,2002
2018-09-27,Scarborough,women,2055,2159
2018-09-27,Scarborough,men,1340,2039
2018-09-27,Scarborough,youth,1099,1808
2018-09-27,Scarborough,co-ed,412,1830
2018-09-27,Scarborough,family,1967,2186
2018-09-27,Etobicoke,women,1319,3215
2018-09-27,Etobicoke,men,1165,1034
2018-09-27,Etobicoke,youth,1774,2058
2018-09-27,Etobicoke,co-ed,1841,2276
2018-09-27,Etobicoke,family,2102,2198
2018-09-28,Toronto,women,1034,2660
2018-09-28,Toronto,men,225,1628
2018-09-28,Toronto,youth,530,2444
2018-09-28,Toronto,co-ed,2163,1245
2018-09-28,Toronto,family,827,2191
2018-09-28,North York,women,1928,1631
2018-09-28,North York,men,1711,2059
2018-09-28,North York,youth,1916,2146
2018-09-28,North York,co-ed,1646,2265
2018-09-28,North York,family,1174,2383
2018-09-28,Scarborough,women,938,671
2018-09-28,Scarborough,men,2235,1891
2018-09-28,Scarborough,youth,787,1560
2018-09-28,Scarborough,co-ed,1988,1628
2018-09-28,Scarborough,family,1056,2527
2018-09-28,Etobicoke,women,1343,2256
2018-09-28,Etobicoke,men,599,1784
2018-09-28,Etobicoke,youth,2153,711
2018-09-28,Etobicoke,co-ed,1258,2238
2018-09-28,Etobicoke,family,1764,2207
2018-09-29,Toronto,women,2199,1840
2018-09-29,Toronto,men,1602,1621
2018-09-29,Toronto,youth,2011,1697
2018-09-29,Toronto,co-ed,1891,1602
2018-09-29,Toronto,family,1810,1309
2018-09-29,North York,women,1917,2248
2018-09-29,North York,men,2051,1598
2018-09-29,North York,youth,1075,2705
2018-09-29,North York,co-ed,1903,1992
2018-09-29,North York,family,908,2541
2018-09-29,Scarborough,women,2181,2054
2018-09-29,Scarborough,men,617,2198
2018-09-29,Scarborough,youth,2039,2213
2018-09-29,Scarborough,co-ed,1844,1939
2018-09-29,Scarborough,family,1969,2223
2018-09-29,Etobicoke,women,737,1241
2018-09-29,Etobicoke,men,2280,1695
2018-09-29,Etobicoke,youth,2579,1982
2018-09-29,Etobicoke,co-ed,2141,1533
2018-09-29,Etobicoke,family,1416,1929
2018-09-30,Toronto,women,1925,1905
2018-09-30,Toronto,men,2464,1289
2018-09-30,Toronto,youth,1363,1068
2018-09-30,Toronto,co-ed,2242,1473
2018-09-30,Toronto,family,1101,1297
2018-09-30,North York,women,2145,1833
2018-09-30,North York,men,1110,2396
2018-09-30,North York,youth,2337,980
2018-09-30,North York,co-ed,1927,388
2018-09-30,North York,family,1492,2240
2018-09-30,Scarborough,women,1154,1483
2018-09-30,Scarborough,men,1432,1022
2018-09-30,Scarborough,youth,1470,2350
2018-09-30,Scarborough,co-ed,1328,1824
2018-09-30,Scarborough,family,2001,2812
2018-09-30,Etobicoke,women,1358,2927
2018-09-30,Etobicoke,men,836,1814
2018-09-30,Etobicoke,youth,1642,1640
2018-09-30,Etobicoke,co-ed,862,1433
2018-09-30,Etobicoke,family,1732,1058
2018-10-01,Toronto,women,1947,2572
2018-10-01,Toronto,men,1980,2256
2018-10-01,Toronto,youth,1060,908
2018-10-01,Toronto,co-ed,688,1921
2018-10-01,Toronto,family,1778,1570
2018-10-01,North York,women,1378,2259
2018-10-01,North York,men,1287,1940
2018-10-01,North York,youth,1514,1882
2018-10-01,North York,co-ed,969,1468
2018-10-01,North York,family,1517,1799
2018-10-01,Scarborough,women,1179,1821
2018-10-01,Scarborough,men,1254,923
2018-10-01,Scarborough,youth,2112,2211
2018-10-01,Scarborough,co-ed,1226,1508
2018-10-01,Scarborough,family,1441,2141
2018-10-01,Etobicoke,women,1304,1392
2018-10-01,Etobicoke,men,1754,1945
2018-10-01,Etobicoke,youth,900,1570
2018-10-01,Etobicoke,co-ed,1125,2120
2018-10-01,Etobicoke,family,1787,2333
2018-10-02,Toronto,women,2360,1736
2018-10-02,Toronto,men,856,2073
2018-10-02,Toronto,youth,1898,1967
2018-10-02,Toronto,co-ed,1766,1434
2018-10-02,Toronto,family,1432,1632
2018-10-02,North York,women,1489,2820
2018-10-02,North York,men,413,1774
2018-10-02,North York,youth,2441,1141
2018-10-02,North York,co-ed,1464,2347
2018-10-02,North York,family,1546,1613
